"","ID","MonthlyIncome"
"219",1089,2655.55260691515
"220",1090,5709.35453728691
"221",1091,5757.35266354315
"222",1092,6141.3376735931
"223",1093,12756.3973403621
"224",1094,5757.35266354315
"225",1095,5775.40271200743
"226",1096,6008.70776410016
"227",1097,3183.53199573382
"228",1098,2658.11238133921
"229",1099,2478.7417887421
"230",1100,6104.70401661265
"231",1101,18883.7749628608
"232",1102,5805.3507897994
"233",1103,6045.34142108061
"234",1104,9896.6287528966
"235",1105,2751.54885942763
"236",1106,2751.54885942763
"237",1107,2799.54698568388
"238",1108,5645.43344054283
"239",1109,5757.35266354315
"240",1110,5709.35453728691
"241",1111,6207.38584831362
"242",1112,12957.1309707099
"243",1113,13005.1290969661
"244",1114,6285.33205236182
"245",1115,9482.69566505469
"246",1116,2751.54885942763
"247",1117,6488.68902666259
"248",1118,5370.06659543323
"249",1119,9434.69753879845
"250",1120,2665.76717358287
"251",1121,9176.65685905296
"252",1122,16376.4351662197
"253",1123,5642.87366611877
"254",1124,16136.4445349384
"255",1125,2463.56010189018
"256",1126,2329.78028978917
"257",1127,2382.74553622961
"258",1128,5322.06846917699
"259",1129,16136.4445349384
"260",1130,2286.74928371713
"261",1131,12708.3992141059
"262",1132,16088.4464086822
"263",1133,5967.3952170324
"264",1134,2286.74928371713
"265",1135,2574.73804125458
"266",1136,2382.74553622961
"267",1137,2910.72492504828
"268",1138,5901.34704231188
"269",1139,9032.66248028423
"270",1140,15743.7183995657
"271",1141,5967.3952170324
"272",1142,5901.34704231188
"273",1143,9578.69191756718
"274",1144,5613.35828477442
"275",1145,5837.4259455678
"276",1146,5805.3507897994
"277",1147,5178.07409040826
"278",1148,2286.74928371713
"279",1149,2511.55822814642
"280",1150,6015.39334328864
"281",1151,2559.55635440266
"282",1152,5805.3507897994
"283",1153,6122.8549286812
"284",1154,2142.7549049484
"285",1155,6392.69277415011
"286",1156,12086.0317142084
"287",1157,2521.77279481414
"288",1158,5882.86429739998
"289",1159,2559.55635440266
"290",1160,5960.70963784392
"291",1161,2655.55260691515
"292",1162,8900.0325707913
"293",1163,2622.73616751083
"294",1164,8996.02882330379
"295",1165,2751.54885942763
"296",1166,2190.75303120464
"297",1167,8954.71627623602
"298",1168,5709.35453728691
"299",1169,2655.55260691515
"300",1170,2751.54885942763
